Wall time,Step,Value
1512782108.9796708,5,3.200000047683716
1512782182.6940343,10,5.400000095367432
1512782269.1759903,15,6.800000190734863
1512782352.3145955,20,7.800000190734863
1512782454.0374916,25,10.399999618530273
1512782525.2833407,30,7.0
1512782578.1269927,35,5.0
1512782642.8774633,40,4.800000190734863
1512782719.551815,45,6.0
1512782805.8000996,50,9.399999618530273
1512782897.483272,55,9.600000381469727
1512782986.6263762,60,8.199999809265137
1512783063.626236,65,8.199999809265137
1512783162.531551,70,9.0
1512783253.29745,75,7.199999809265137
1512783370.3513713,80,11.199999809265137
1512783480.0762594,85,9.600000381469727
1512783588.4650586,90,10.600000381469727
1512783684.081816,95,9.199999809265137
1512783779.9424493,100,9.600000381469727
1512783888.3101816,105,11.199999809265137
1512783971.9737885,110,9.800000190734863
1512784103.748767,115,13.800000190734863
1512784234.2450016,120,12.199999809265137
1512784365.668739,125,13.600000381469727
1512784495.2490544,130,12.800000190734863
1512784608.6268177,135,16.200000762939453
1512784737.6530697,140,15.600000381469727
1512784850.052495,145,14.0
1512784979.1765392,150,15.199999809265137
1512785108.3525035,155,17.399999618530273
1512785225.809514,160,16.0
1512785331.360978,165,10.0
1512785445.6234953,170,12.800000190734863
1512785575.5662076,175,16.600000381469727
1512785704.816606,180,11.0
1512785833.4065893,185,13.199999809265137
1512785963.123578,190,15.199999809265137
1512786091.4692032,195,13.0
1512786220.2028396,200,12.199999809265137
1512786350.0026999,205,14.600000381469727
1512786462.1289537,210,7.599999904632568
1512786590.371217,215,12.600000381469727
1512786719.0010073,220,16.200000762939453
1512786848.1751974,225,15.199999809265137
1512786965.8011103,230,10.399999618530273
1512787097.5662386,235,16.200000762939453
1512787225.6621258,240,16.600000381469727
1512787353.616083,245,16.799999237060547
1512787483.2959278,250,14.399999618530273
1512787611.6097105,255,13.399999618530273
1512787735.619345,260,13.800000190734863
1512787851.003162,265,10.800000190734863
1512787962.2691574,270,11.800000190734863
1512788078.2843237,275,11.399999618530273
1512788195.1450198,280,13.199999809265137
1512788304.0779457,285,13.800000190734863
1512788432.4440222,290,12.399999618530273
1512788530.4316578,295,8.0
1512788642.183636,300,7.199999809265137
1512788770.6174762,305,12.0
1512788891.2385201,310,12.399999618530273
1512789019.921752,315,9.399999618530273
1512789125.6401412,320,6.599999904632568
1512789255.2638855,325,11.0
1512789372.6187363,330,11.0
1512789501.2950714,335,16.200000762939453
1512789621.0675058,340,14.800000190734863
1512789750.437352,345,11.399999618530273
1512789867.6147363,350,11.199999809265137
1512789991.0981693,355,8.800000190734863
1512790119.1580424,360,10.199999809265137
1512790247.9737086,365,5.599999904632568
1512790372.4666445,370,9.800000190734863
1512790501.3410478,375,9.399999618530273
1512790630.4679701,380,7.400000095367432
1512790758.4643064,385,10.199999809265137
1512790887.9970963,390,6.599999904632568
1512791016.511299,395,9.0
1512791144.563959,400,9.600000381469727
1512791272.359686,405,6.800000190734863
1512791399.4876223,410,13.800000190734863
1512791527.6468027,415,12.600000381469727
1512791657.6464386,420,14.399999618530273
1512791785.6150067,425,11.800000190734863
1512791914.998113,430,8.0
1512792037.663774,435,8.0
1512792164.7820454,440,6.599999904632568
1512792292.5233717,445,6.800000190734863
1512792414.0663016,450,7.199999809265137
1512792528.3484747,455,8.199999809265137
1512792655.7842634,460,9.399999618530273
1512792784.6625109,465,10.600000381469727
1512792912.7114606,470,11.399999618530273
1512793039.696584,475,13.399999618530273
1512793167.708174,480,9.199999809265137
1512793292.7477174,485,10.800000190734863
1512793407.550176,490,9.399999618530273
1512793535.1742923,495,11.800000190734863
1512793664.010134,500,7.400000095367432
1512793786.9709444,505,12.600000381469727
1512793917.3246574,510,11.399999618530273
1512794045.4411447,515,12.800000190734863
1512794157.3550847,520,11.399999618530273
1512794283.630993,525,10.0
1512794411.7302396,530,13.0
1512794539.8224604,535,13.199999809265137
1512794666.4066398,540,11.600000381469727
1512794793.9521422,545,14.600000381469727
1512794921.4084592,550,16.399999618530273
1512795045.4475248,555,12.600000381469727
1512795174.0578363,560,12.600000381469727
1512795301.8674333,565,10.800000190734863
