Wall time,Step,Value
1512600441.8955836,5,8.0
1512600465.5825653,10,-1.7999999523162842
1512600487.008118,15,-1.7999999523162842
1512600583.1620173,20,7.0
1512600702.969002,25,9.600000381469727
1512600861.0094013,30,12.800000190734863
1512601009.2615697,35,11.199999809265137
1512601174.0403092,40,7.800000190734863
1512601277.139887,45,5.199999809265137
1512601382.375334,50,4.599999904632568
1512601505.3188956,55,8.800000190734863
1512601636.009576,60,11.399999618530273
1512601763.646954,65,12.0
1512601903.5480278,70,9.199999809265137
1512602031.8160748,75,10.600000381469727
1512602169.540102,80,9.399999618530273
1512602313.4314706,85,11.0
1512602453.2717674,90,10.399999618530273
1512602559.9348557,95,3.0
1512602719.4577727,100,9.800000190734863
1512602852.5013423,105,7.199999809265137
1512603007.3645217,110,8.600000381469727
1512603159.1668255,115,8.0
1512603309.7515996,120,8.199999809265137
1512603469.550963,125,4.800000190734863
1512603620.3012526,130,6.0
1512603767.1552477,135,11.800000190734863
1512603924.1541266,140,6.599999904632568
1512604060.9061944,145,8.0
1512604199.2150502,150,10.0
1512604347.530731,155,7.0
1512604497.2130258,160,7.800000190734863
1512604652.3332202,165,7.400000095367432
1512604808.7573996,170,10.600000381469727
1512604955.1644347,175,8.0
1512605103.0181143,180,9.0
1512605253.4255207,185,6.599999904632568
1512605389.6877859,190,7.0
1512605539.0889835,195,5.800000190734863
1512605695.4560983,200,7.400000095367432
1512605847.1703799,205,7.800000190734863
1512605999.8997436,210,6.800000190734863
1512606137.5155926,215,6.199999809265137
1512606290.914657,220,6.599999904632568
1512606439.91611,225,7.599999904632568
1512606600.6087654,230,6.0
1512606758.8996913,235,7.0
1512606898.6554217,240,5.400000095367432
1512607059.769304,245,4.199999809265137
1512607220.9535584,250,5.0
1512607379.9151294,255,7.400000095367432
1512607534.4853568,260,4.800000190734863
1512607677.225122,265,6.800000190734863
1512607836.7936823,270,5.0
1512607981.5594332,275,4.800000190734863
1512608144.2840889,280,6.0
1512608307.9188948,285,3.799999952316284
1512608457.9342444,290,4.0
1512608612.1926954,295,4.800000190734863
1512608761.298369,300,3.799999952316284
1512608918.4527402,305,3.0
1512609078.0685217,310,2.5999999046325684
1512609227.6491115,315,6.800000190734863
1512609386.256387,320,4.199999809265137
1512609542.9709947,325,6.599999904632568
1512609698.26532,330,6.400000095367432
1512609858.3970654,335,7.199999809265137
1512610015.1131732,340,5.599999904632568
1512610172.8248107,345,6.199999809265137
1512610325.7504869,350,4.0
1512610463.8433313,355,4.199999809265137
1512610619.8026383,360,7.599999904632568
1512610777.2890766,365,6.599999904632568
1512610935.179008,370,7.0
1512611090.2048647,375,4.199999809265137
1512611250.9252996,380,5.800000190734863
1512611414.18543,385,5.400000095367432
1512611578.2285032,390,6.400000095367432
1512611713.0433445,395,4.400000095367432
1512611857.9901583,400,4.0
1512612022.290599,405,4.400000095367432
1512612180.256416,410,4.199999809265137
1512612338.049264,415,5.800000190734863
1512612500.0180302,420,4.0
1512612658.172179,425,4.599999904632568
1512612816.6059382,430,2.799999952316284
1512612979.9361866,435,6.0
1512613140.1211357,440,5.800000190734863
1512613281.409355,445,4.800000190734863
1512613442.3099208,450,4.400000095367432
1512613601.7436523,455,5.599999904632568
1512613758.1882505,460,2.799999952316284
1512613916.5365667,465,5.400000095367432
1512614075.9728358,470,4.599999904632568
1512614235.618284,475,5.0
1512614402.8519497,480,3.200000047683716
1512614571.9396498,485,3.4000000953674316
1512614738.0958054,490,2.200000047683716
1512614879.2364109,495,4.800000190734863
1512615023.4016445,500,5.400000095367432
1512615184.6030838,505,3.4000000953674316
1512615344.4718833,510,5.400000095367432
1512615504.9225435,515,4.800000190734863
1512615663.3637328,520,4.199999809265137
1512615822.820272,525,4.800000190734863
1512615968.6870756,530,4.599999904632568
1512616132.267518,535,5.599999904632568
1512616297.8769479,540,4.400000095367432
1512616461.5379398,545,4.800000190734863
1512616623.1647184,550,6.599999904632568
1512616786.749628,555,3.200000047683716
1512616942.9711385,560,4.800000190734863
1512617097.9464521,565,4.199999809265137
1512617264.1775541,570,6.199999809265137
1512617426.9240732,575,3.5999999046325684
1512617590.4629805,580,5.599999904632568
1512617749.988844,585,4.0
1512617917.2202005,590,4.800000190734863
1512618083.637225,595,2.0
1512618252.17964,600,7.0
1512618425.2803338,605,4.199999809265137
1512618589.881798,610,4.199999809265137
1512618754.1146684,615,6.800000190734863
1512618923.7642229,620,3.4000000953674316
1512619084.8422732,625,4.599999904632568
1512619256.8236492,630,6.400000095367432
1512619428.3798413,635,5.0
1512619599.9267242,640,6.199999809265137
1512619764.774108,645,6.599999904632568
1512619930.0637343,650,5.400000095367432
1512620067.7719495,655,3.799999952316284
1512620230.490471,660,5.400000095367432
1512620394.1718163,665,5.199999809265137
1512620554.316167,670,3.200000047683716
1512620709.3560286,675,5.199999809265137
1512620875.9603653,680,2.799999952316284
1512621029.0488067,685,4.199999809265137
1512621194.5386977,690,3.200000047683716
1512621360.4592674,695,3.200000047683716
1512621526.2954376,700,4.199999809265137
1512621693.2883782,705,4.400000095367432
1512621862.1331627,710,3.799999952316284
1512622028.5855043,715,6.599999904632568
1512622200.244403,720,5.800000190734863
1512622375.2252915,725,4.800000190734863
1512622548.2564516,730,5.199999809265137
1512622721.3094432,735,5.0
1512622892.4699898,740,3.0
1512623060.6508322,745,4.800000190734863
1512623227.091042,750,6.400000095367432
1512623394.2352405,755,6.199999809265137
1512623545.014446,760,4.400000095367432
1512623711.9547458,765,6.599999904632568
1512623880.6306524,770,5.0
1512624054.888482,775,4.800000190734863
1512624219.07454,780,6.400000095367432
1512624388.926503,785,7.199999809265137
1512624556.8292556,790,6.800000190734863
