Wall time,Step,Value
1512782121.6098866,5,2.7611100673675537
1512782151.7515543,10,2.5808942317962646
1512782207.8377714,15,6.825456619262695
1512782278.1720595,20,3.784745931625366
1512782321.515657,25,3.129821538925171
1512782409.542237,30,6.207223892211914
1512782440.0048525,35,1.971433401107788
1512782498.2076252,40,5.779422283172607
1512782568.2249825,45,3.9783358573913574
1512782677.287003,50,6.282238483428955
1512782716.5838528,55,2.0708847045898438
1512782785.9389915,60,5.423436164855957
1512782855.089717,65,8.661250114440918
1512782947.519553,70,9.727561950683594
1512783025.175892,75,9.506513595581055
1512783106.7603102,80,8.088294982910156
1512783203.0571716,85,5.484066486358643
1512783298.5439432,90,11.041236877441406
1512783365.6820977,95,6.442959785461426
1512783461.2275884,100,10.1130952835083
1512783571.398183,105,12.164039611816406
1512783690.534988,110,16.16791534423828
1512783801.00015,115,11.019322395324707
1512783927.8804424,120,11.85792064666748
1512784050.9414384,125,13.126627922058105
1512784162.3507926,130,9.893669128417969
1512784293.3647223,135,18.66285514831543
1512784413.1137972,140,16.162416458129883
1512784533.2826426,145,22.142162322998047
1512784662.3152118,150,22.5063533782959
1512784776.1887949,155,13.456026077270508
1512784893.7276673,160,21.399499893188477
1512785022.724107,165,21.13671112060547
1512785121.0519333,170,15.953449249267578
1512785250.9272885,175,16.174413681030273
1512785366.659888,180,16.581279754638672
1512785497.1093397,185,24.507429122924805
1512785626.8143857,190,19.285541534423828
1512785747.9066408,195,17.746824264526367
1512785876.0939002,200,20.874576568603516
1512785992.1505287,205,17.46725082397461
1512786106.6818492,210,15.20053768157959
1512786222.8620362,215,13.610966682434082
1512786348.5308487,220,19.2224178314209
1512786464.2308218,225,12.487435340881348
1512786593.5967188,230,14.376914024353027
1512786722.9140012,235,19.835453033447266
1512786852.0128818,240,15.46810531616211
1512786969.131867,245,12.209729194641113
1512787099.2502468,250,12.685209274291992
1512787228.635762,255,18.316612243652344
1512787357.6447852,260,17.432199478149414
1512787487.593368,265,14.605961799621582
1512787610.8361855,270,10.520195960998535
1512787719.0518675,275,18.471885681152344
1512787848.8018553,280,19.824485778808594
1512787954.39724,285,12.8284273147583
1512788083.3896298,290,16.244298934936523
1512788211.6497414,295,22.911100387573242
1512788340.7655873,300,21.055896759033203
1512788469.066983,305,12.104510307312012
1512788595.5256178,310,12.304093360900879
1512788703.7559068,315,9.21033763885498
1512788831.6900082,320,18.297441482543945
1512788938.9403653,325,10.561596870422363
1512789035.2882826,330,4.094311714172363
1512789163.1469471,335,9.743529319763184
1512789290.4796515,340,12.240922927856445
1512789405.7694118,345,19.205791473388672
1512789535.2853088,350,17.05159568786621
1512789654.960967,355,15.884126663208008
